content,score,label,dominant_topic,topic_probability,topic_keywords,lda_tokens
"Good app, easy to use, full of trading firure",5,positive,0,0.2747,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus easy_use ful trading firure
tambahin fitur trailing stop dong,5,positive,2,0.4701,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",tambahin_fitur trailing_stop
Good for Fundamental Analysis,5,positive,0,0.5563,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus fundamental analysis
Nice app mwahh,5,positive,6,0.3987,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",nice mewah
Easy and simple Nice...,5,positive,0,0.261,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",easy simpel nice
The best dah utk Stockbit,5,positive,2,0.3824,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",the_best stockbit
Enjoy for trading,5,positive,0,0.5157,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",enjoy trading
"Semakin banyak update semakin berat, delay, running trade erorr",3,neutral,8,0.2084,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",update berat delay runing_trade eror
"Good job CS stockbit fast respon, helpful👍",5,positive,5,0.5383,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",bagus_job customer service stockbit fast_respon helpful
Ini kenapa Force out anjengg😤😤😤,1,negative,5,0.2616,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",force out anjeng
"Tolong lah kasih fitur tralingstop, kalo bisa juga saran saya kasih stoplos market order soalnya untuk sekarang cuma Stoplos limit order kalo dihaki big player kan bukannya kejual malah open sell, nah kan nyangkut jadinya Soalnya kan kita ada kerjaan lain jadi gak bisa mantengi chart Mulu 😑",1,negative,3,0.4013,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",tolong kasih fitur tralingstop saran kasih stoplos market order stoplos limit order dihaki big player bukanya terjual open sel nyangkut pekerjaan mantengi chart mulu
"sejauh ini, ini aplikasi terbaik menurut saya. mohon pertimbangkan untuk menambahkan rdn lain seperti cimb ya min",5,positive,3,0.4468,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",aplikasi terbaik mohon pertimbangkan rdn cimb min
Sangat membantu untuk saya yang sedang belajar investasi,5,positive,0,0.5732,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",membantu belajar_investasi
Aplikasi terbaik untuk belajar investasi,5,positive,0,0.4271,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi terbaik belajar_investasi
Aplikasi mudah dipahami,5,positive,2,0.3956,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",aplikasi_mudah_dipahami
"Aplikasi yang simple dan gampang di gunakan, proses deposit sangat cepat, sangat membantu. Semoga lebih baik lagi.",5,positive,0,0.3682,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi simpel gampang proses deposit_cepat membantu semoga
Akhirnya sekian lama nunggu Jago syariah Tersedia sbg RDN🔥,5,positive,2,0.3756,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",sekian nunggu jago_syariah tersedia rdn
sangat Simple di Pahami nya,4,positive,0,0.3171,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",simpel pahami
Baru mencoba trading semoga selamat dan aman sentosa Fitur fitur nya mudah digunakan dan dapat dengan mudah dimengerti,5,positive,0,0.5018,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mencoba trading semoga selamat aman sentosa fitur fitur mudah mudah_dimengerti
Josss drpd apk sebelah,5,positive,5,0.2766,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",jos aplikasi sebelah
Nice job Securitas,5,positive,6,0.4724,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",nice job securitas
Good for trading,5,positive,0,0.5726,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus trading
Nice and easy to use 👍,5,positive,4,0.2639,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",nice easy_use
Bgtt deep bgtt,3,neutral,0,0.5151,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",banget dep banget
Simple but best,5,positive,6,0.4156,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",simpel but best
Manteb untuk tranding newbie,5,positive,0,0.4484,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mantap tranding newbie
nice apk in the world,5,positive,7,0.3499,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",nice aplikasi the dunia
Lebih mudah dan komplit vitur nya,5,positive,0,0.5696,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mudah komplit vitur
Keren cepat sat set sat set,5,positive,0,0.5804,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",keren cepat set set
So far is good,4,positive,0,0.518,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",far_bagus
Good apps for investing,5,positive,0,0.3728,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus aps investing
"Setelah bandingin ama sekuritas A****, ternyata Stockbit yg paling the BEST dan merasa lebih safety. Dari tampilan UI yg mudah dan enak dilihat, CSnya yg selalu ready jawab pertanyaan dan yg balas orang bukan bot, Realized P/L juga jelas dari emiten apa, deviden or capital gain, Nilai Portofolio juga lengkap ada rinciannya, Ada streamnya, Bisa setting jual/beli walau market tutup. Pas jual juga keliatan profit berapa. Disini gak ada jebakan batman kaya ono. Stockbit recomended banget sih. ⭐⭐⭐⭐⭐",5,positive,3,0.2808,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",bandingin sekuritas stockbit the_best safety tampilan_user interface mudah enak csnya ready pertanyan balas orang bot realized emiten deviden capital_gain nilai portofolio lengkap rincianya streamnya seting jualbeli market tutup pas jual profit jebakan batman kaya stockbit recomended banget sih
Force sell tanpa izin,1,negative,5,0.2953,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",force sel izin
UI aplikasi cukup bersahabat,5,positive,2,0.4125,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",user interface aplikasi bersahabat
lumayan daripada lumanyun😁,5,positive,2,0.3956,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",lumayan lumanyun
Recommended bagus simple,5,positive,0,0.6019,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",recomended bagus simpel
So far So Good,4,positive,0,0.518,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",far_bagus
Apk TOP buat pemula,5,positive,0,0.3649,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi top pemula
Very frikin good,5,positive,7,0.342,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",very frikin bagus
so far so good. thnks,5,positive,0,0.518,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",far_bagus thnks
"izin min,, formula sceener nya lagi error' min",3,neutral,3,0.49,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",izin min formula scener eror min
Mau ammend pending mulu,1,negative,8,0.4601,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",amend pending_mulu
Application works smoothly,5,positive,8,0.3841,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",aplication works smothly
cuan cuan cuan,5,positive,0,0.518,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",cuan cuan cuan
Mantabbb betulll tull tulll,5,positive,0,0.518,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mantap tul tul
I love this apps,5,positive,6,0.3166,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",love_this aps
di STOCKBIT saya menemukan ilmu dan cara mendapatkan peluang bisnis yang sangat menjanjikan sebab di bersamai seorang yang sangat luar biasa yaitu Dekan yang sarat dengan pengalaman juga ilmu pengetahuan yang ditularkan dengan tulus.,5,positive,1,0.2814,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",stockbit menemukan ilmu peluang bisnis menjanjikan bersamai dekan sarat pengalaman ilmu pengetahuan ditularkan tulus
Tolong respon adminnya support ditingkatkan supaya konsumen stockbit jika mendapat masalah bisa langsung ada solusinya😊,5,positive,1,0.3232,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",tolong respon adminya suport ditingkatkan konsumen stockbit langsung solusinya
One stop touching anything anywhere everywhere about IDX,5,positive,1,0.4791,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",one stop touching anything anywhere dimanapun about idx
akan dirubah nilainya kl direspon n diperbaiki.. itu tolong cs nya knp ga pernah bales chat di aplikasi.. sekelas sb lho no respon samsek.. bukan skali duakali ga responnya.. kalah sama cs shopee,2,negative,1,0.2898,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",dirubah nilainya direspon diperbaiki tolong customer service balas chat aplikasi sekelas stockbit lho nomor respon samsek duakali responya kalah customer service shope
"Mudah dan visualisasinya the best,",5,positive,2,0.3165,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",mudah visualisasinya the_best
"pelayanan yang sangat baik dan langsung direspon, untuk apknya emang paling lengkap",5,positive,3,0.3039,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",pelayanan langsung direspon apknya lengkap
"Aplikasinya mudah di pahami dan yang lebih kerennya,pusat bantuan langsung garcep dan bukan bot yang balas,mantappp👍",5,positive,0,0.3384,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasinya mudah_pahami kerenyapusat bantuan langsung garcep bot balasmantap
The best apps for Us to Investment Reference,5,positive,0,0.3542,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",the_best aps investment reference
Ok top....baru coba,5,positive,0,0.5766,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",oke topbaru coba
"Team supportnya keren, sangat membantu saat ada problem, tetapi tetap check dgn teliti, dijamin aman!!!! Thanks Stockbit.id , mantaaappp !!!",5,positive,0,0.3588,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",team suportnya keren membantu problem cek teliti dijamin aman terimakasih stockbitid mantap
Is good bro,5,positive,6,0.353,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",bagus bro
apk yg mudah dipahami dan sangat cocok untuk pemula yang baru terjun untuk belajar🙂🙂,5,positive,3,0.2289,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",aplikasi_mudah_dipahami cocok_pemula terjun belajar
thanks stockbit... mmuacchh,5,positive,0,0.5696,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",terimakasih stockbit muach
Bagus apl nya,5,positive,7,0.3452,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",bagus apl
Happy sekali penambahan fitur penting bisa cek antrian order dan juga filter running trade :) next update ada fitur trailing stop saya kasih 100 bintang :D,5,positive,3,0.4666,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",hapy penambahan fitur cek antrian order filter_runing trade next update fitur_trailing_stop kasih_bintang
"Selama ini masih stockbit yg nyaman, mudah gampang dimengerti.. cuma klo WD saldo RDN aja sih harus nunggu T+3.. andaikan proses WD bisa dihari yg sama pst lebih rame nie yg pkek..",5,positive,0,0.381,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",stockbit nyaman mudah gampang_dimengerti withdrawal saldo_rdn sih nunggu andaikan proses_withdrawal dihari ramai pakai
hadeh top up aja gk masuk,1,negative,4,0.2409,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",hadeh top masuk
developer tolong tambahin top up e-wallet dana dong 🙏,5,positive,2,0.3201,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",developer tolong tambahin top ewalet dana
Verry user friendly,5,positive,7,0.268,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",very user_friendly
Good and fast,5,positive,2,0.3531,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",bagus fast
"Getting better a lot , hope you guys improve more",5,positive,3,0.3863,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",geting better lot hope guys improve more
like roller coaster,4,positive,7,0.3892,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",like roler alas
Is the bast,5,positive,4,0.3857,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",the bast
"apknya bagus, gampang dipahami pemula, saran saya cuma 1, tambahin fitur buat ganti username dong, mau gnti username :(",5,positive,2,0.3501,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",apknya bagus gampang_dipahami pemula saran tambahin_fitur ganti_username ganti_username
aplikasi yang sangat menguntungkan,5,positive,5,0.3778,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",aplikasi menguntungkan
Aplikasi bener benar sangat mudah dipahami..terimakasih stockbit karena sudah buat aplikasi yang luar biasa..sehingga IRT seperti saya bisa punya investasi saham..semoga semakin berkembang lagi aplikasinya,5,positive,0,0.4316,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi bener mudah dipahamiterimakasih stockbit aplikasi biasasehinga irt investasi sahamsemoga berkembang aplikasinya
Good job bro,5,positive,6,0.2734,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",bagus_job bro
"Problem solved, thanks stockbit",5,positive,0,0.3355,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",problem solved terimakasih stockbit
Tambahkan fitur auto Take profit dan cut loss,5,positive,2,0.2859,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",tambahkan_fitur auto take_profit cut_los
Perfect app for cuan 👍👍👍,5,positive,0,0.518,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",perfect cuan
"So far so good, so what...?",5,positive,0,0.518,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",far_bagus
customer service terbaik,5,positive,2,0.2942,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",customer_servis terbaik
I like this stokbit,5,positive,0,0.5179,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",like_this stokbit
So far.. oke..,5,positive,8,0.3064,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",far oke
Nice info pack,5,positive,6,0.2845,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",nice informasi pack
Oky ni apk,4,positive,0,0.5156,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",oky aplikasi
pancairan cuan kelamaan,1,negative,0,0.3397,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",pancairan cuan kelaman
User friendly use,5,positive,4,0.3858,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",user_friendly use
I love this application,5,positive,6,0.2637,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",love_this aplication
"Good application, I love the color BlackandWhite",5,positive,2,0.2005,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",bagus aplication love the warna blackandwhite
"Capek make xc, enakan xl hehehe",5,positive,1,0.2824,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",capek memakai enakan hehehe
Nice speed sometimes,5,positive,3,0.3339,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",nice sped sometimes
Tambahin fitur trasnfer odd dong,5,positive,2,0.3956,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",tambahin_fitur trasnfer
Easy and fun,5,positive,4,0.3858,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",easy fun
aplikasi terbaik best of the best,5,positive,6,0.225,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",aplikasi terbaik best the_best
"Nice app, toxic community",5,positive,6,0.3987,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",nice toxic komunita
Good For Long Investment,5,positive,0,0.5179,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus long investment
Great app...love it,5,positive,0,0.2699,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",great aplove
User friendly banget!,5,positive,4,0.3169,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",user_friendly banget
Fitur lengkap data good,5,positive,0,0.6044,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",fitur_lengkap data bagus
open market kok sering error,5,positive,8,0.3333,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",open_market eror
Sangat bermanfaat & user friendly👍👍👍,5,positive,6,0.2657,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",bermanfat user_friendly
Tambah fiture fast order dong,3,neutral,5,0.2595,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",fiture fast_order
good and smart.. 'n simple...👍👍👍,5,positive,0,0.5678,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus smart simpel
Mt Mulu tiap weekend ccd,1,negative,3,0.292,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",maintenance_mulu akhir pekan
Simple and usefull,5,positive,0,0.5719,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",simpel useful
Ok pisan euy..,5,positive,0,0.5179,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",oke euy
ok lh pokoknya,5,positive,0,0.3284,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",oke pokoknya
stockbit is the best,5,positive,2,0.3823,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",stockbit the_best
Good for invested,5,positive,0,0.5179,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus invested
So far so good. User frenly,5,positive,0,0.5757,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",far_bagus user frenly
"Very Good, Please add column Lot Qty at Portofolio, Thanks",5,positive,3,0.2754,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",very bagus *memohon column lot qty portofolio terimakasih
App trading lancar fee transaksi terjangkau,5,positive,0,0.2526,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",trading lancar transaksi terjangkau
Payah update teross..,2,negative,1,0.3218,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",payah update teros
"Easy, simple and powerfull",5,positive,1,0.2529,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",easy simpel powerful
the best deh pokoknya👍,5,positive,1,0.3007,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",the_best deh_pokoknya
Good App for Beginer,5,positive,5,0.3575,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",bagus beginer
Subscribe channel adipraa,5,positive,0,0.2699,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",subscribe chanel adipra
Oke banget deh love youu stockbit,5,positive,0,0.3359,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",oke banget deh love stockbit
Very good apps..,5,positive,0,0.3955,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",very bagus aps
Very good very well wellll,5,positive,7,0.3679,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",very bagus very wel wel
Maknyus kunyus kunyus,5,positive,0,0.2699,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",maknyus kunyus kunyus
Easy for used,5,positive,4,0.3858,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",easy used
Good for new comer,5,positive,5,0.3556,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",bagus new comer
Nice for newbie 😁,5,positive,6,0.2623,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",nice newbie
Best of the best lah,5,positive,6,0.2778,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",best the_best
"trading belance tba"" minus",1,negative,6,0.3188,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",trading belance tba minus
Nambah trusss maen tenisnya,5,positive,2,0.2615,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",bertambah main tenisnya
Over maintenance but still bad performance!!!,3,neutral,4,0.232,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",over maintenance but stil bad performance
I like it app stockbit terbaik,5,positive,7,0.4609,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",like stockbit terbaik
Good but alot maintenance,5,positive,6,0.3782,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",bagus but alot maintenance
A very good application is suitable for having the experience of wanting to invest.,5,positive,0,0.238,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",very bagus aplication suitable having the experience wanting invest
good apps very cool,5,positive,0,0.3955,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus aps very col
Insight sangat helpful,5,positive,5,0.3931,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",insight helpful
Price is what you pay. Value is what you get,5,positive,4,0.3153,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",harga pay value get
Good app stockbit,5,positive,0,0.576,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus stockbit
Keren bat gilz,5,positive,0,0.518,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",keren bat gilz
Simple app for trading.more good if add freq transaction.i will give 5 star,4,positive,0,0.3559,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",simpel tradingmore bagus freq transactioni wil give star
Very not recommeded,1,negative,5,0.2809,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",very not recomeded
Maintenance terus gada obattt,4,positive,3,0.5073,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",maintenance tidak ada obat
"Screeningnya tidak ada untuk EMA, screening time frame weekly, monthly, hourly dll...",1,negative,0,0.3893,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",screningnya ema screning frame wekly monthly hourly
Klo maintenance bilang² dong,4,positive,1,0.3417,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",maintenance bilang
STOCKBIT THE BEST✊️🤝,5,positive,2,0.3825,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",stockbit the_best
Go to the moon,5,positive,4,0.3857,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",the mon
"Sering error, maintenance lama",1,negative,3,0.5139,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",eror maintenance
bnyak bug saldo sya ilang...,1,negative,5,0.2135,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",bnyak bug saldo_hilang
sering error dan maintenance,2,negative,3,0.5139,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",eror maintenance
Suka saya sukaaa,5,positive,0,0.5161,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",suka suka
"Assallamuallaikum,siang maf sy mo tny ko apk Stockbit sy tdk bs trbuka y, jwbn'a Stockbit trs brhnti ad yg bs bntu🙏",5,positive,3,0.2802,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",asalamualaikumsiang maaf aplikasi stockbit trbuka jwbna stockbit brhnti bantu
apk keren n rekom bgtzzz,5,positive,0,0.3418,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi keren rekom bgtz
"Investing, trading disini kayak facebooking 😄",5,positive,4,0.3388,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",investing trading faceboking
So far so good app,5,positive,0,0.518,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",far_bagus
menu auto buy auto sell nya hilang?,1,negative,3,0.4278,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",menu auto_buy auto_sel hilang
Lanjut next level jadi ngerti tentang saham thank om ded,5,positive,2,0.3487,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",next level ngerti saham thank ded
Stop Loss dan take profit dihilangkan 😑 munculin lagi please 🙏,5,positive,1,0.2935,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",stop_los_take_profit dihilangkan munculin *memohon
"easy use, sample & trusted app",5,positive,4,0.3858,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",easy_use sample trusted
So far so good utk invest jangka panjang,5,positive,0,0.4518,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",far_bagus invest jangka
